#Identifier,Cytoplasmic effector,Apoplastic effector,Non-effector,Prediction
FOXG_22600 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=131,-,Y (0.608),-,Apoplastic effector
FOXG_17239 | Fusarium oxysporum f. sp. lycopersici 4287 | dihydrodipicolinate synthase | protein | length=296,-,-,Y (0.731),Non-effector
FOXG_14904 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=539,-,-,Y (0.961),Non-effector
FOXG_01163 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=616,-,-,Y (0.988),Non-effector
FOXG_12714 | Fusarium oxysporum f. sp. lycopersici 4287 | vacuolar protease A | protein | length=396,-,-,Y (0.783),Non-effector
FOXG_01202 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=608,-,-,Y (0.8),Non-effector
FOXG_05237 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=444,-,-,Y (0.749),Non-effector
FOXG_02877 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=373,-,-,Y (0.825),Non-effector
FOXG_09689 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=224,-,Y (0.756),-,Apoplastic effector
FOXG_11096 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=375,-,Y (0.54),-,Apoplastic effector
FOXG_10052 | Fusarium oxysporum f. sp. lycopersici 4287 | polygalacturonase | protein | length=378,-,Y (0.601),-,Apoplastic effector
FOXG_15619 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=150,-,Y (0.808),-,Apoplastic effector
FOXG_16196 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=461,-,-,Y (0.978),Non-effector
FOXG_10584 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=202,Y (0.818),-,-,Cytoplasmic effector
FOXG_13862 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=417,Y (0.66),-,-,Cytoplasmic effector
FOXG_07492 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=491,-,-,Y (0.589),Non-effector
FOXG_02780 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=227,-,-,Y (0.7),Non-effector
FOXG_09635 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=283,-,-,Y (0.523),Non-effector
FOXG_07156 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=465,-,-,Y (0.894),Non-effector
FOXG_08083 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=520,-,-,Y (0.932),Non-effector
"FOXG_02672 | Fusarium oxysporum f. sp. lycopersici 4287 | xylan 1,4-beta-xylosidase | protein | length=559",-,-,Y (0.961),Non-effector
FOXG_02719 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=142,-,Y (0.765),-,Apoplastic effector
FOXG_20431 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=230,-,-,Y (0.647),Non-effector
FOXG_12895 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=1193,-,-,Y (0.962),Non-effector
FOXG_17501 | Fusarium oxysporum f. sp. lycopersici 4287 | triacylglycerol lipase | protein | length=522,-,-,Y (0.823),Non-effector
FOXG_10761 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=891,-,-,Y (0.796),Non-effector
FOXG_15373 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=883,-,-,Y (0.849),Non-effector
FOXG_14645 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=429,-,-,Y (0.724),Non-effector
FOXG_11697 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=505,Y (0.764),Y (0.722),-,Cytoplasmic/apoplastic effector
FOXG_10683 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=399,-,-,Y (0.686),Non-effector
FOXG_10760 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=395,Y (0.586),-,-,Cytoplasmic effector
FOXG_11750 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=466,-,-,Y (0.762),Non-effector
FOXG_15809 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=632,-,-,Y (0.832),Non-effector
FOXG_04836 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=230,-,-,Y (0.685),Non-effector
FOXG_05618 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=437,-,-,Y (0.791),Non-effector
FOXG_05419 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=351,Y (0.596),-,-,Cytoplasmic effector
FOXG_13191 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=334,-,-,Y (0.738),Non-effector
FOXG_09749 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=595,-,-,Y (0.902),Non-effector
FOXG_13407 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=370,-,-,Y (0.621),Non-effector
FOXG_00754 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=388,-,-,Y (0.736),Non-effector
FOXG_22639 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=1019,-,-,Y (0.773),Non-effector
FOXG_18014 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=456,-,-,Y (0.912),Non-effector
FOXG_10066 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=443,-,-,Y (0.892),Non-effector
FOXG_03837 | Fusarium oxysporum f. sp. lycopersici 4287 | agmatinase 1 | protein | length=397,-,-,Y (0.811),Non-effector
FOXG_15231 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=779,-,-,Y (0.859),Non-effector
FOXG_09102 | Fusarium oxysporum f. sp. lycopersici 4287 | aminopeptidase | protein | length=491,-,-,Y (0.73),Non-effector
FOXG_13670 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=254,Y (0.899),-,-,Cytoplasmic effector
FOXG_07391 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=539,-,-,Y (0.961),Non-effector
FOXG_02787 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=104,Y (0.681),Y (0.714),-,Apoplastic/cytoplasmic effector
FOXG_01897 | Fusarium oxysporum f. sp. lycopersici 4287 | GPI mannosyltransferase 4 | protein | length=517,-,-,Y (0.981),Non-effector
FOXG_04809 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=253,-,Y (0.642),-,Apoplastic effector
FOXG_22198 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=621,-,-,Y (0.968),Non-effector
FOXG_06329 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=199,Y (0.788),-,-,Cytoplasmic effector
FOXG_04838 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=227,-,Y (0.922),-,Apoplastic effector
FOXG_11793 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=256,-,Y (0.639),-,Apoplastic effector
FOXG_03804 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=532,-,-,Y (0.55),Non-effector
FOXG_06456 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=114,Y (0.734),Y (0.774),-,Apoplastic/cytoplasmic effector
FOXG_08860 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=819,-,-,Y (0.726),Non-effector
FOXG_00277 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=707,-,-,Y (0.532),Non-effector
FOXG_16915 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=298,-,Y (0.695),-,Apoplastic effector
FOXG_04449 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=529,-,-,Y (0.96),Non-effector
FOXG_11738 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=261,-,-,Y (0.757),Non-effector
FOXG_03675 | Fusarium oxysporum f. sp. lycopersici 4287 | alcohol dehydrogenase | protein | length=352,Y (0.69),-,-,Cytoplasmic effector
FOXG_14922 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=310,-,-,Y (0.752),Non-effector
FOXG_08901 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=252,-,Y (0.566),-,Apoplastic effector
FOXG_09081 | Fusarium oxysporum f. sp. lycopersici 4287 | protein transporter SEC61 subunit alpha | protein | length=476,-,-,Y (0.936),Non-effector
FOXG_17027 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=340,-,-,Y (0.674),Non-effector
FOXG_22649 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=432,-,-,Y (0.728),Non-effector
FOXG_04875 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=126,Y (0.799),Y (0.93),-,Apoplastic/cytoplasmic effector
FOXG_21117 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=415,-,-,Y (0.703),Non-effector
FOXG_07827 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=210,Y (0.63),Y (0.549),-,Cytoplasmic/apoplastic effector
FOXG_16612 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=632,-,-,Y (0.661),Non-effector
FOXG_16258 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=223,-,Y (0.741),-,Apoplastic effector
FOXG_04791 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=496,-,-,Y (0.929),Non-effector
FOXG_11389 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=239,-,Y (0.924),-,Apoplastic effector
FOXG_08481 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=175,-,-,Y (0.726),Non-effector
FOXG_12331 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=583,-,Y (0.729),-,Apoplastic effector
FOXG_14272 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=616,-,-,Y (0.887),Non-effector
FOXG_10990 | Fusarium oxysporum f. sp. lycopersici 4287 | triacylglycerol lipase | protein | length=586,-,-,Y (0.894),Non-effector
FOXG_07443 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=773,-,-,Y (0.841),Non-effector
FOXG_02891 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=184,Y (0.541),-,-,Cytoplasmic effector
FOXG_13837 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=527,-,-,Y (0.709),Non-effector
FOXG_09900 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=246,Y (0.522),-,-,Cytoplasmic effector
FOXG_14249 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=525,-,-,Y (0.81),Non-effector
FOXG_15719 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=290,Y (0.948),-,-,Cytoplasmic effector
FOXG_13234 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=289,Y (0.896),-,-,Cytoplasmic effector
FOXG_06783 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=469,-,-,Y (0.885),Non-effector
FOXG_13233 | Fusarium oxysporum f. sp. lycopersici 4287 | guanyl-specific ribonuclease F1 | protein | length=131,-,Y (0.93),-,Apoplastic effector
FOXG_03923 | Fusarium oxysporum f. sp. lycopersici 4287 | L-ascorbate oxidase | protein | length=601,-,-,Y (0.866),Non-effector
FOXG_12014 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=333,-,-,Y (0.748),Non-effector
FOXG_14038 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=271,-,Y (0.587),-,Apoplastic effector
FOXG_01056 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=436,-,-,Y (0.987),Non-effector
FOXG_08844 | Fusarium oxysporum f. sp. lycopersici 4287 | IRE protein kinase | protein | length=1254,-,-,Y (0.833),Non-effector
FOXG_10745 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=298,-,-,Y (0.547),Non-effector
"FOXG_05196 | Fusarium oxysporum f. sp. lycopersici 4287 | NADH-ubiquinone oxidoreductase 19.3 kDa subunit, mitochondrial | protein | length=217",-,-,Y (0.819),Non-effector
FOXG_13697 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=224,-,Y (0.53),-,Apoplastic effector
FOXG_10644 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=345,-,-,Y (0.515),Non-effector
FOXG_08044 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=204,Y (0.568),-,-,Cytoplasmic effector
FOXG_06491 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=391,-,-,Y (0.95),Non-effector
FOXG_15831 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=467,-,-,Y (0.596),Non-effector
FOXG_06166 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=602,-,-,Y (0.67),Non-effector
FOXG_17040 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=305,-,-,Y (0.566),Non-effector
FOXG_13268 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=392,-,-,Y (0.909),Non-effector
FOXG_09829 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=771,-,-,Y (0.927),Non-effector
FOXG_04055 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=148,-,Y (0.552),-,Apoplastic effector
FOXG_00646 | Fusarium oxysporum f. sp. lycopersici 4287 | acid phosphatase | protein | length=470,-,-,Y (0.853),Non-effector
FOXG_15563 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=592,-,Y (0.68),-,Apoplastic effector
FOXG_18685 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=157,Y (0.737),-,-,Cytoplasmic effector
FOXG_10383 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=278,-,-,Y (0.838),Non-effector
FOXG_14629 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=362,-,-,Y (0.568),Non-effector
FOXG_12206 | Fusarium oxysporum f. sp. lycopersici 4287 | N1-acetylpolyamine oxidase | protein | length=519,-,-,Y (0.684),Non-effector
FOXG_14778 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=407,-,-,Y (0.624),Non-effector
FOXG_02744 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=435,-,-,Y (0.859),Non-effector
FOXG_02920 | Fusarium oxysporum f. sp. lycopersici 4287 | chitosanase | protein | length=233,-,Y (0.872),-,Apoplastic effector
FOXG_08719 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=194,-,-,Y (0.693),Non-effector
FOXG_04040 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=1789,-,-,Y (0.891),Non-effector
FOXG_05074 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=217,-,-,Y (0.623),Non-effector
FOXG_12687 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=512,-,-,Y (0.634),Non-effector
FOXG_11081 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=333,-,-,Y (0.715),Non-effector
FOXG_15346 | Fusarium oxysporum f. sp. lycopersici 4287 | alpha-N-arabinofuranosidase | protein | length=261,-,-,Y (0.555),Non-effector
FOXG_12213 | Fusarium oxysporum f. sp. lycopersici 4287 | feruloyl esterase | protein | length=558,-,-,Y (0.756),Non-effector
FOXG_09262 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=376,-,-,Y (0.791),Non-effector
FOXG_17588 | Fusarium oxysporum f. sp. lycopersici 4287 | lysozyme | protein | length=259,Y (0.754),Y (0.741),-,Cytoplasmic/apoplastic effector
FOXG_02365 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=326,Y (0.935),-,-,Cytoplasmic effector
FOXG_04049 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=562,-,-,Y (0.832),Non-effector
FOXG_03987 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=342,-,-,Y (0.865),Non-effector
FOXG_17656 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=400,-,Y (0.514),-,Apoplastic effector
FOXG_03705 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=541,-,-,Y (0.955),Non-effector
FOXG_13659 | Fusarium oxysporum f. sp. lycopersici 4287 | ethanolamine-phosphate cytidylyltransferase | protein | length=356,-,-,Y (0.705),Non-effector
FOXG_07872 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=280,-,-,Y (0.743),Non-effector
FOXG_08996 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=620,-,-,Y (0.703),Non-effector
FOXG_16308 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=128,Y (0.951),Y (0.764),-,Cytoplasmic/apoplastic effector
FOXG_07915 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=549,-,-,Y (0.861),Non-effector
FOXG_05775 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=847,-,-,Y (0.871),Non-effector
FOXG_02503 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=346,-,-,Y (0.822),Non-effector
FOXG_05474 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=748,Y (0.592),-,-,Cytoplasmic effector
FOXG_11567 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=197,Y (0.63),Y (0.715),-,Apoplastic/cytoplasmic effector
FOXG_11947 | Fusarium oxysporum f. sp. lycopersici 4287 | murein transglycosylase | protein | length=388,-,-,Y (0.637),Non-effector
FOXG_14564 | Fusarium oxysporum f. sp. lycopersici 4287 | hypothetical protein | protein | length=872,-,-,Y (0.9),Non-effector
